OBJECTID,Shape_Leng,Tw_Avg_01_Mohseni,Tw_Avg_02_Mohseni,Tw_Avg_03_Mohseni,Tw_Avg_04_Mohseni,Tw_Avg_05_Mohseni,Tw_Avg_06_Mohseni,Tw_Avg_07_Mohseni,Tw_Avg_08_Mohseni,Tw_Avg_09_Mohseni,Tw_Avg_10_Mohseni,Tw_Avg_11_Mohseni,Tw_Avg_12_Mohseni,Slope,F01_Q0001E,F02_Q0001E,F03_Q0001E,F04_Q0001E,F05_Q0001E,F06_Q0001E,F07_Q0001E,F08_Q0001E,F09_Q0001E,F10_Q0001E,F11_Q0001E,F12_Q0001E,MA_Q0001E,PercMAD_01,PercMAD_02,PercMAD_03,PercMAD_04,PercMAD_05,PercMAD_06,PercMAD_07,PercMAD_08,PercMAD_09,PercMAD_10,PercMAD_11,PercMAD_12,F01_V0001E,F02_V0001E,F03_V0001E,F04_V0001E,F05_V0001E,F06_V0001E,F07_V0001E,F08_V0001E,F09_V0001E,F10_V0001E,F11_V0001E,F12_V0001E,HabSuit_08,HabRating_08,Length_km,Length_km_QW,UID,Reach_ID,Shape_Length,DS_Barrier,DS_Barrier_Name
1013,2.172936863,1.690535005,1.846298838,2.665715809,4.100557887,6.240045745,9.469392419,12.48464783,11.84695791,9.231230413,5.445708398,2.84654626,1.592757839,17.4878528,2.462,2.634,1.359,1.267,1.652,1.464,0.925,0.529,0.503,0.829,1.095,1.59,0.688,357.8488372,382.8488372,197.5290698,184.1569767,240.1162791,212.7906977,134.4476744,76.88953488,73.11046512,120.494186,159.1569767,231.1046512,1.46483,1.50705,1.1519,1.12108,1.24404,1.1859,0.99604,0.81949,0.80599,0.95717,1.0605,1.22523,Poor,0.1,2.172936863,0.217293686,53248,ReachID_053248,2172.936863,9,Soda_Springs
1014,2.578446229,1.690535005,1.846298838,2.665715809,4.100557887,6.240045745,9.469392419,12.48464783,11.84695791,9.231230413,5.445708398,2.84654626,1.592757839,6.631900952,4.816,4.622,2.66,4.667,8.555,8.792,5.375,2.631,2.044,2.793,2.948,3.698,3.388,142.1487603,136.4226682,78.51239669,137.7508855,252.5088548,259.5041322,158.64817,77.65643447,60.33057851,82.43801653,87.01298701,109.149941,1.18581,1.16686,0.94858,1.17129,1.49883,1.51623,1.23849,0.94487,0.86502,0.96538,0.9845,1.07098,Good,0.75,2.578446229,1.933834672,99511,ReachID_099511,2578.446229,9,Soda_Springs
1015,5.998667721,1.665390941,1.774865381,2.427347862,3.606589679,5.506777451,9.169485136,12.140015,11.26160035,8.81954304,5.209685469,2.690887848,1.574874072,5.351188213,5.972,5.233,2.825,5.858,12.515,13.739,9.379,4.579,3.359,4.186,3.942,4.764,5.319,112.2767437,98.38315473,53.11148712,110.1334837,235.2885881,258.3004324,176.3301372,86.08761045,63.15096823,78.69900357,74.11167513,89.56570784,1.166355455,1.120116364,0.867075455,1.108203636,1.484386364,1.535227273,1.33346,1.016124545,0.916048182,1.000814545,0.981669091,1.061589091,Excellent,1,5.998667721,5.998667721,4350,ReachID_004350,5998.667721,9,Soda_Springs
1016,1.966773808,1.645388895,1.780836679,2.509432573,3.708285616,5.627943743,9.215968842,12.20006704,11.41633356,8.895621593,5.277997962,2.688544048,1.541581257,4.067575015,2.598,2.94,0.918,1.299,1.967,1.866,1.477,0.803,0.719,1.146,1.214,1.758,0.906,286.7549669,324.5033113,101.3245033,143.3774834,217.1081678,205.9602649,163.0242826,88.63134658,79.3598234,126.4900662,133.995585,194.0397351,1.067277,1.123622,0.74033,0.821252,0.941954,0.922244,0.854577,0.705211,0.684691,0.793209,0.809435,0.921986,Excellent,1,1.966773808,1.966773808,73959,ReachID_073959,1966.773808,9,Soda_Springs
1017,5.52398206,1.692059994,1.836833841,2.608208563,4.29408533,6.706781038,9.909904475,12.84731064,11.86970855,9.431968733,5.600821558,2.881990914,1.647043356,4.742955302,6.965,5.828,4.077,12.123,31.119,30.682,14.887,6.908,4.853,5.373,5.003,5.757,9.693,71.85597854,60.12586403,42.06128134,125.0696379,321.0461158,316.5377076,153.5850614,71.26792531,50.0670587,55.43175487,51.61456721,59.39337666,1.09336,1.02248,0.89907,1.36195,2.04642,2.03342,1.48335,1.08994,0.95632,0.99231,0.96688,1.01785,Excellent,1,5.52398206,5.52398206,36311,ReachID_036311,5523.98206,9,Soda_Springs
1018,0.055535637,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,3.601291214,6.965,5.828,4.103,12.448,32.151,31.185,15.026,6.969,4.894,5.402,5.02,5.778,9.855,70.67478437,59.13749366,41.63368848,126.311517,326.2404871,316.4383562,152.470827,70.71537291,49.66007103,54.81481481,50.93860984,58.63013699,1.05104,0.98398,0.86911,1.31925,1.98145,1.95457,1.4255,1.05127,0.92414,0.95729,0.9325,0.98089,Excellent,1,0.055535637,0.055535637,85023,ReachID_085023,55.53563656,9,Soda_Springs
1019,0.063716143,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,3.138921964,6.965,5.828,4.103,12.448,32.151,31.185,15.026,6.969,4.894,5.402,5.02,5.778,9.855,70.67478437,59.13749366,41.63368848,126.311517,326.2404871,316.4383562,152.470827,70.71537291,49.66007103,54.81481481,50.93860984,58.63013699,1.05104,0.98398,0.86911,1.31925,1.98145,1.95457,1.4255,1.05127,0.92414,0.95729,0.9325,0.98089,Excellent,1,0.063716143,0.063716143,21505,ReachID_021505,63.71614276,9,Soda_Springs
1020,0.062144721,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,3.218294258,6.965,5.828,4.103,12.448,32.151,31.185,15.026,6.969,4.894,5.402,5.02,5.778,9.855,70.67478437,59.13749366,41.63368848,126.311517,326.2404871,316.4383562,152.470827,70.71537291,49.66007103,54.81481481,50.93860984,58.63013699,1.05104,0.98398,0.86911,1.31925,1.98145,1.95457,1.4255,1.05127,0.92414,0.95729,0.9325,0.98089,Excellent,1,0.062144721,0.062144721,97625,ReachID_097625,62.14472138,9,Soda_Springs
1021,0.041547263,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,4.813794845,6.965,5.828,4.103,12.448,32.151,31.185,15.026,6.969,4.894,5.402,5.02,5.778,9.855,70.67478437,59.13749366,41.63368848,126.311517,326.2404871,316.4383562,152.470827,70.71537291,49.66007103,54.81481481,50.93860984,58.63013699,1.05104,0.98398,0.86911,1.31925,1.98145,1.95457,1.4255,1.05127,0.92414,0.95729,0.9325,0.98089,Excellent,1,0.041547263,0.041547263,39753,ReachID_039753,41.5472629,9,Soda_Springs
1022,0.185550537,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,3.233620398,6.965,5.828,4.103,12.448,32.151,31.185,15.026,6.969,4.894,5.402,5.02,5.778,9.855,70.67478437,59.13749366,41.63368848,126.311517,326.2404871,316.4383562,152.470827,70.71537291,49.66007103,54.81481481,50.93860984,58.63013699,1.05104,0.98398,0.86911,1.31925,1.98145,1.95457,1.4255,1.05127,0.92414,0.95729,0.9325,0.98089,Excellent,1,0.185550537,0.185550537,97341,ReachID_097341,185.5505366,9,Soda_Springs
1023,0.054238685,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,0,6.965,5.828,4.103,12.448,32.151,31.185,15.026,6.969,4.894,5.402,5.02,5.778,9.855,70.67478437,59.13749366,41.63368848,126.311517,326.2404871,316.4383562,152.470827,70.71537291,49.66007103,54.81481481,50.93860984,58.63013699,1.05104,0.98398,0.86911,1.31925,1.98145,1.95457,1.4255,1.05127,0.92414,0.95729,0.9325,0.98089,Excellent,1,0.054238685,0.054238685,34105,ReachID_034105,54.23868529,9,Soda_Springs
1024,0.103837128,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,0.963046663,6.965,5.828,4.147,12.906,33.263,31.729,15.175,7.036,4.941,5.439,5.037,5.794,10.041,69.36560104,58.04202769,41.30066726,128.5330146,331.2717857,315.9944229,151.1303655,70.07270192,49.20824619,54.16791156,50.16432626,57.70341599,1.041723636,0.975503636,0.864063636,1.318785455,1.979483636,1.943395455,1.415152727,1.044308182,0.918368182,0.950620909,0.925372727,0.973075455,Good,0.75,0.103837128,0.077877846,71894,ReachID_071894,103.8371284,9,Soda_Springs
1025,0.153102018,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,3.265796265,6.965,5.828,4.103,12.448,32.151,31.185,15.026,6.969,4.894,5.402,5.02,5.778,9.855,70.67478437,59.13749366,41.63368848,126.311517,326.2404871,316.4383562,152.470827,70.71537291,49.66007103,54.81481481,50.93860984,58.63013699,1.05104,0.98398,0.86911,1.31925,1.98145,1.95457,1.4255,1.05127,0.92414,0.95729,0.9325,0.98089,Good,0.75,0.153102018,0.114826514,38920,ReachID_038920,153.1020185,9,Soda_Springs
1026,0.019887585,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,5.028262691,6.965,5.828,4.103,12.448,32.151,31.185,15.026,6.969,4.894,5.402,5.02,5.778,9.855,70.67478437,59.13749366,41.63368848,126.311517,326.2404871,316.4383562,152.470827,70.71537291,49.66007103,54.81481481,50.93860984,58.63013699,1.05104,0.98398,0.86911,1.31925,1.98145,1.95457,1.4255,1.05127,0.92414,0.95729,0.9325,0.98089,Good,0.75,0.019887585,0.014915689,5044,ReachID_005044,19.88758467,9,Soda_Springs
1027,0.09459663,1.636341636,1.84476704,2.707393978,4.863678434,7.527444664,10.60071142,13.67782363,12.69667081,10.1641551,6.071865986,2.974520083,1.632984067,4.228480425,6.965,5.828,4.103,12.448,32.151,31.185,15.026,6.969,4.894,5.402,5.02,5.778,9.855,70.67478437,59.13749366,41.63368848,126.311517,326.2404871,316.4383562,152.470827,70.71537291,49.66007103,54.81481481,50.93860984,58.63013699,1.05104,0.98398,0.86911,1.31925,1.98145,1.95457,1.4255,1.05127,0.92414,0.95729,0.9325,0.98089,Excellent,1,0.09459663,0.09459663,90101,ReachID_090101,94.59663042,9,Soda_Springs
1028,0.787298828,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,3.302430929,6.965,5.828,4.103,12.448,32.151,31.185,15.026,6.969,4.894,5.402,5.02,5.778,9.855,70.67478437,59.13749366,41.63368848,126.311517,326.2404871,316.4383562,152.470827,70.71537291,49.66007103,54.81481481,50.93860984,58.63013699,1.09336,1.02248,0.89907,1.36195,2.04642,2.03342,1.48335,1.08994,0.95632,0.99231,0.96688,1.01785,Excellent,1,0.787298828,0.787298828,40359,ReachID_040359,787.2988279,9,Soda_Springs
1029,4.924467176,1.563707134,1.89096817,3.063191383,6.59979163,9.550361469,12.75142054,16.3396845,15.21735057,12.28929665,7.216491265,3.358744699,1.687383234,2.050983312,6.965,5.828,4.324,14.828,37.264,33.713,15.723,7.291,5.138,5.607,5.121,5.833,10.746,64.81481481,54.23413363,40.23822818,137.9862274,346.7708915,313.7260376,146.3149079,67.84850177,47.81313977,52.17755444,47.65494137,54.28066257,0.938147273,0.881281818,0.791301818,1.21001,1.791446364,1.736867273,1.268399091,0.946610909,0.837644545,0.864130909,0.840584545,0.88036,Good,0.75,4.924467176,3.693350382,46849,ReachID_046849,4924.467176,9,Soda_Springs
1030,0.119137486,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,2.51809973,6.965,5.828,4.147,12.906,33.263,31.729,15.175,7.036,4.941,5.439,5.037,5.794,10.041,69.36560104,58.04202769,41.30066726,128.5330146,331.2717857,315.9944229,151.1303655,70.07270192,49.20824619,54.16791156,50.16432626,57.70341599,1.0364,0.97066,0.86118,1.31852,1.97836,1.93701,1.40924,1.04033,0.91507,0.94681,0.9213,0.96861,Good,0.75,0.119137458,0.089353093,62132,ReachID_062132,119.1374577,9,Soda_Springs
1031,0.026229132,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,15.25021881,6.965,5.828,4.147,12.906,33.263,31.729,15.175,7.036,4.941,5.439,5.037,5.794,10.041,69.36560104,58.04202769,41.30066726,128.5330146,331.2717857,315.9944229,151.1303655,70.07270192,49.20824619,54.16791156,50.16432626,57.70341599,1.0364,0.97066,0.86118,1.31852,1.97836,1.93701,1.40924,1.04033,0.91507,0.94681,0.9213,0.96861,Poor,0.1,0.026229132,0.002622913,41182,ReachID_041182,26.22913185,9,Soda_Springs
1032,0.113358517,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,2.646470756,6.965,5.828,4.147,12.906,33.263,31.729,15.175,7.036,4.941,5.439,5.037,5.794,10.041,69.36560104,58.04202769,41.30066726,128.5330146,331.2717857,315.9944229,151.1303655,70.07270192,49.20824619,54.16791156,50.16432626,57.70341599,1.0364,0.97066,0.86118,1.31852,1.97836,1.93701,1.40924,1.04033,0.91507,0.94681,0.9213,0.96861,Good,0.75,0.113358517,0.085018888,83659,ReachID_083659,113.3585169,9,Soda_Springs
1033,0.304509614,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,2.298777782,6.965,5.828,4.147,12.906,33.263,31.729,15.175,7.036,4.941,5.439,5.037,5.794,10.041,69.36560104,58.04202769,41.30066726,128.5330146,331.2717857,315.9944229,151.1303655,70.07270192,49.20824619,54.16791156,50.16432626,57.70341599,1.0364,0.97066,0.86118,1.31852,1.97836,1.93701,1.40924,1.04033,0.91507,0.94681,0.9213,0.96861,Good,0.75,0.304509642,0.228382232,20593,ReachID_020593,304.5096422,9,Soda_Springs
1034,3.025175039,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,0.198335631,6.965,5.828,4.324,14.828,37.264,33.713,15.723,7.291,5.138,5.607,5.121,5.833,10.746,64.81481481,54.23413363,40.23822818,137.9862274,346.7708915,313.7260376,146.3149079,67.84850177,47.81313977,52.17755444,47.65494137,54.28066257,0.50756,0.48958,0.46302,0.60589,0.79367,0.76854,0.61529,0.51246,0.47785,0.4859,0.47755,0.48966,Good,0.75,3.025175039,2.268881279,53776,ReachID_053776,3025.175039,9,Soda_Springs
1035,0.010036026,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,0,3.818,3.633,2.825,8.843,20.617,14.206,5.056,2.558,2.094,2.318,2.315,2.907,4.773,79.99161953,76.11565053,59.18709407,185.2713178,431.9505552,297.6325162,105.929185,53.59312801,43.87177876,48.56484391,48.50199036,60.90509114,0.50756,0.48958,0.46302,0.60589,0.79367,0.76854,0.61529,0.51246,0.47785,0.4859,0.47755,0.48966,Good,0.75,0.010036026,0.007527019,357,ReachID_000357,10.03602576,9,Soda_Springs
1036,0.253052157,1.593057907,1.707689656,2.333602991,3.287622969,4.965896653,8.92802093,11.86428669,10.91274741,8.506562637,5.08482937,2.50965116,1.482944429,1.18552635,2.532,2.771,0.695,1.101,1.616,1.517,1.349,0.742,0.667,1.074,1.127,1.653,0.792,319.6969697,349.8737374,87.75252525,139.0151515,204.040404,191.540404,170.3282828,93.68686869,84.21717172,135.6060606,142.2979798,208.7121212,0.53593,0.5471,0.42292,0.45461,0.48766,0.48174,0.47127,0.42697,0.42045,0.4527,0.45644,0.48983,Excellent,1,0.253052157,0.253052157,32655,ReachID_032655,253.052157,9,Soda_Springs
1037,1.445229754,1.593057907,1.707689656,2.333602991,3.287622969,4.965896653,8.92802093,11.86428669,10.91274741,8.506562637,5.08482937,2.50965116,1.482944429,6.296576705,4.079,4.129,1.616,3.069,5.551,5.68,4.047,2.024,1.617,2.296,2.296,3.002,2.39,170.6694561,172.7615063,67.61506276,128.4100418,232.2594142,237.6569038,169.3305439,84.68619247,67.65690377,96.06694561,96.06694561,125.6066946,1.21584,1.22173,0.8634,1.08861,1.37715,1.39027,1.21205,0.93387,0.86358,0.97718,0.97718,1.07951,Good,0.75,1.445229754,1.083922315,4474,ReachID_004474,1445.229754,9,Soda_Springs
1038,3.205928512,1.625075468,1.746208569,2.389161407,3.496784898,5.249273214,9.06591217,11.99654371,11.11029171,8.686703041,5.157602437,2.607365757,1.53290645,7.361361899,3.724,3.605,2.366,3.431,6.015,6.032,2.972,1.538,1.282,1.737,2.035,2.666,2.179,170.9040844,165.4428637,108.5819183,157.4575493,276.0440569,276.8242313,136.3928408,70.58283616,58.83432767,79.71546581,93.39146397,122.3497017,1.20479,1.18946,1.01291,1.16662,1.46468,1.46642,1.1036,0.86888,0.81723,0.90629,0.95873,1.05902,Good,0.75,3.205928512,2.404446384,65905,ReachID_065905,3205.928512,9,Soda_Springs
1039,6.002772268,1.585694974,1.718347586,2.352038171,3.391739459,5.003935937,8.965463725,11.85430664,10.96049811,8.555931256,5.106411637,2.526525625,1.492188987,8.596028251,4.471,4.177,2.599,4.072,7.67,7.909,4.653,2.307,1.826,2.453,2.584,3.313,2.985,149.7822446,139.9329983,87.06867672,136.4154104,256.9514238,264.958124,155.879397,77.28643216,61.17252931,82.17755444,86.56616415,110.9882747,1.25256,1.21907,1.01625,1.20684,1.5659,1.58656,1.27278,0.97284,0.89526,0.99485,1.01408,1.11363,Good,0.75,6.002772268,4.502079201,51192,ReachID_051192,6002.772268,9,Soda_Springs
1040,1.894408461,1.593057907,1.707689656,2.333602991,3.287622969,4.965896653,8.92802093,11.86428669,10.91274741,8.506562637,5.08482937,2.50965116,1.482944429,2.956067878,6.749,5.938,3.989,9.834,22.048,23.888,11.608,5.344,3.814,4.799,4.758,5.551,7.601,88.79094856,78.12129983,52.47993685,129.3777135,290.0670964,314.2744376,152.7167478,70.30653861,50.17760821,63.13642942,62.59702671,73.02986449,1.03014,0.9827,0.85429,1.18984,1.66167,1.72051,1.27099,0.946,0.84144,0.9106,0.90786,0.959,Excellent,1,1.894408461,1.894408461,78583,ReachID_078583,1894.408461,9,Soda_Springs
1041,6.96965427,1.645072306,1.800045764,2.522645784,4.035049583,6.288049806,9.581408437,12.45759414,11.54596429,9.162939144,5.507849425,2.752360599,1.582494859,6.973086199,3.543,3.479,2.434,6.022,13.406,9.975,3.689,1.904,1.595,1.846,1.97,2.551,3.367,105.2272052,103.3264033,72.28987229,178.8535789,398.1585982,296.2577963,109.5634096,56.54885655,47.37154737,54.82625483,58.50905851,75.76477576,1.138515455,1.130524545,0.978309091,1.335644545,1.84137,1.668877273,1.118149091,0.879114545,0.829761818,0.878251818,0.905832727,0.99458,Good,0.75,6.96965427,5.227240702,17900,ReachID_017900,6969.65427,9,Soda_Springs
1042,5.263355598,1.593057907,1.707689656,2.333602991,3.287622969,4.965896653,8.92802093,11.86428669,10.91274741,8.506562637,5.08482937,2.50965116,1.482944429,4.882816583,4.874,4.488,2.804,5.969,11.784,11.719,5.315,2.622,2.055,2.827,2.987,3.727,3.925,124.1783439,114.343949,71.43949045,152.0764331,300.2292994,298.5732484,135.4140127,66.80254777,52.3566879,72.02547771,76.10191083,94.95541401,1.15565,1.11933,0.9401,1.25191,1.66235,1.65838,1.19553,0.91798,0.844,0.94285,0.96167,1.04314,Excellent,1,5.263355598,5.263355598,92051,ReachID_092051,5263.355598,9,Soda_Springs
1043,0.136190489,1.593057907,1.707689656,2.333602991,3.287622969,4.965896653,8.92802093,11.86428669,10.91274741,8.506562637,5.08482937,2.50965116,1.482944429,9.54545368,1.898,2.029,0.711,0.752,0.965,0.845,0.656,0.385,0.377,0.655,0.767,1.2,0.442,429.4117647,459.0497738,160.8597285,170.1357466,218.3257919,191.1764706,148.4162896,87.1040724,85.29411765,148.1900452,173.5294118,271.4932127,0.54175,0.55017,0.44694,0.45112,0.47133,0.46024,0.44114,0.40842,0.40731,0.44103,0.45263,0.49133,Fair,0.25,0.136190489,0.034047622,38491,ReachID_038491,136.1904885,9,Soda_Springs
1044,2.088910201,1.588898154,1.713205022,2.343405451,3.343220373,4.986164586,8.948351361,11.85878486,10.93874777,8.533359135,5.096436502,2.518758715,1.487823266,3.255285937,7.268,6.271,4.388,11.357,26.321,29.031,13.563,6.166,4.326,5.315,5.279,6.063,8.915,81.52551879,70.34212002,49.22041503,127.3920359,295.2439708,325.6421761,152.136848,69.16432978,48.52495794,59.6186203,59.21480651,68.00897364,1.09068,1.03173,0.9068,1.29991,1.85769,1.94045,1.39792,1.02528,0.90229,0.97091,0.96852,1.01889,Excellent,1,2.088910201,2.088910201,30051,ReachID_030051,2088.910201,9,Soda_Springs
1045,2.450035262,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,0.244894438,7.619,6.253,5.317,21.321,58.234,50.431,20.466,9.264,6.391,6.573,5.912,6.539,14.958,50.935954,41.80371707,35.54619602,142.5391095,389.3167536,337.1506886,136.8231047,61.93341356,42.72630031,43.94304051,39.52400053,43.7157374,0.50129,0.48208,0.46775,0.64154,0.8764,0.83463,0.63438,0.52239,0.4841,0.48674,0.47698,0.48625,Good,0.75,2.45003523,1.837526423,13284,ReachID_013284,2450.03523,9,Soda_Springs
1046,1.681808986,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,0.237839134,7.619,6.253,5.317,21.321,58.234,50.431,20.466,9.264,6.391,6.573,5.912,6.539,14.958,50.935954,41.80371707,35.54619602,142.5391095,389.3167536,337.1506886,136.8231047,61.93341356,42.72630031,43.94304051,39.52400053,43.7157374,0.50129,0.48208,0.46775,0.64154,0.8764,0.83463,0.63438,0.52239,0.4841,0.48674,0.47698,0.48625,Good,0.75,1.681809017,1.261356763,3960,ReachID_003960,1681.809017,9,Soda_Springs
1047,1.002819743,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,1.794938734,3.818,3.633,2.825,8.843,20.617,14.206,5.056,2.558,2.094,2.318,2.315,2.907,4.773,79.99161953,76.11565053,59.18709407,185.2713178,431.9505552,297.6325162,105.929185,53.59312801,43.87177876,48.56484391,48.50199036,60.90509114,1.00108,0.98305,0.89869,1.39039,2.00443,1.70009,1.11248,0.86837,0.81191,0.83983,0.83947,0.90773,Good,0.75,1.002819743,0.752114807,78002,ReachID_078002,1002.819743,9,Soda_Springs
1048,2.938358488,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,2.688575962,3.818,3.633,2.825,8.843,20.617,14.206,5.056,2.558,2.094,2.318,2.315,2.907,4.773,79.99161953,76.11565053,59.18709407,185.2713178,431.9505552,297.6325162,105.929185,53.59312801,43.87177876,48.56484391,48.50199036,60.90509114,1.00108,0.98305,0.89869,1.39039,2.00443,1.70009,1.11248,0.86837,0.81191,0.83983,0.83947,0.90773,Good,0.75,2.938358488,2.203768866,35611,ReachID_035611,2938.358488,9,Soda_Springs
1049,1.364366853,1.565842127,1.885311736,3.012233394,6.400560818,9.33744888,12.53572587,16.08680132,14.97340185,12.08882473,7.105868691,3.309014975,1.671067623,3.444821303,3.818,3.633,2.825,8.843,20.617,14.206,5.056,2.558,2.094,2.318,2.315,2.907,4.773,79.99161953,76.11565053,59.18709407,185.2713178,431.9505552,297.6325162,105.929185,53.59312801,43.87177876,48.56484391,48.50199036,60.90509114,1.00108,0.98305,0.89869,1.39039,2.00443,1.70009,1.11248,0.86837,0.81191,0.83983,0.83947,0.90773,Good,0.75,1.364366853,1.02327514,62578,ReachID_062578,1364.366853,9,Soda_Springs
1050,0.011137474,1.556116478,1.892309142,3.05943567,6.647326813,9.617500349,12.82494413,16.43878005,15.30908065,12.37802874,7.263525552,3.359639488,1.676755931,0,7.619,6.253,5.317,21.321,58.234,50.431,20.466,9.264,6.391,6.573,5.912,6.539,14.958,50.935954,41.80371707,35.54619602,142.5391095,389.3167536,337.1506886,136.8231047,61.93341356,42.72630031,43.94304051,39.52400053,43.7157374,1.00108,0.98305,0.89869,1.39039,2.00443,1.70009,1.11248,0.86837,0.81191,0.83983,0.83947,0.90773,Good,0.75,0.011137474,0.008353105,31923,ReachID_031923,11.13747366,9,Soda_Springs
1051,1.237824427,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,5.089574793,1.785,1.824,0.949,2.096,3.88,2.228,0.966,0.563,0.55,0.737,0.777,1.167,0.969,184.2105263,188.2352941,97.93601651,216.3054696,400.4127967,229.9277606,99.69040248,58.10113519,56.75954592,76.05779154,80.18575851,120.4334365,1.09136,1.10039,0.86821,1.16106,1.49087,1.18917,0.87351,0.73266,0.72743,0.79788,0.81181,0.93318,Good,0.75,1.237824427,0.92836832,32517,ReachID_032517,1237.824427,9,Soda_Springs
1052,1.628375688,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,2.824900933,1.785,1.824,0.949,2.096,3.88,2.228,0.966,0.563,0.55,0.737,0.777,1.167,0.969,184.2105263,188.2352941,97.93601651,216.3054696,400.4127967,229.9277606,99.69040248,58.10113519,56.75954592,76.05779154,80.18575851,120.4334365,1.09136,1.10039,0.86821,1.16106,1.49087,1.18917,0.87351,0.73266,0.72743,0.79788,0.81181,0.93318,Good,0.75,1.628375688,1.221281766,82452,ReachID_082452,1628.375688,9,Soda_Springs
1053,0.177434374,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,5.635886528,1.785,1.824,0.949,2.096,3.88,2.228,0.966,0.563,0.55,0.737,0.777,1.167,0.969,184.2105263,188.2352941,97.93601651,216.3054696,400.4127967,229.9277606,99.69040248,58.10113519,56.75954592,76.05779154,80.18575851,120.4334365,1.09136,1.10039,0.86821,1.16106,1.49087,1.18917,0.87351,0.73266,0.72743,0.79788,0.81181,0.93318,Good,0.75,0.177434374,0.133075781,47575,ReachID_047575,177.4343743,9,Soda_Springs
1054,0.052749409,1.667896318,1.831667073,2.58969186,4.302750156,6.833879837,9.825998296,12.68776937,11.77024496,9.397813414,5.665463286,2.841341293,1.617567246,7.583023399,1.785,1.824,0.949,2.096,3.88,2.228,0.966,0.563,0.55,0.737,0.777,1.167,0.969,184.2105263,188.2352941,97.93601651,216.3054696,400.4127967,229.9277606,99.69040248,58.10113519,56.75954592,76.05779154,80.18575851,120.4334365,1.09136,1.10039,0.86821,1.16106,1.49087,1.18917,0.87351,0.73266,0.72743,0.79788,0.81181,0.93318,Good,0.75,0.052749409,0.039562056,31394,ReachID_031394,52.74940864,9,Soda_Springs
